01	-10635996.366138	21295698.437906	-11665647.204138	35400.000000
01	-10996943.573949	21539644.495285	-10848536.974438	35700.000000
01	-11331643.177498	21767629.141146	-10010532.040710	36000.000000
01	-11640335.461926	21978166.936360	-9153240.953421	36300.000000
01	-11923362.468560	22169810.724006	-8278310.561149	36600.000000
01	-12181165.755022	22341158.196316	-7387422.815187	36900.000000
01	-12414283.723664	22490858.289124	-6482291.496541	37200.000000
01	-12623348.529873	22617617.375150	-5564658.872023	37500.000000
01	-12809082.583746	22720205.228293	-4636292.286291	37800.000000
01	-12972294.660464	22797460.732056	-3698980.696932	38100.000000
01	-13113875.636504	22848297.306323	-2754531.159850	38400.000000
01	-13234793.870556	22871708.027911	-1804765.272355	38700.000000
01	-13336090.249627	22866770.421669	-851515.581559	39000.000000
01	-13418872.922395	22832650.900323	103378.034277	39300.000000
01	-13484311.743295	22768608.832834	1058072.003626	39600.000000
01	-13533632.452173	22674000.222664	2010722.710962	39900.000000
01	-13568110.615581	22548280.979110	2959490.149472	40200.000000
01	-13589065.356872	22391009.766667	3902541.569269	40500.000000
01	-13597852.903252	22201850.419297	4838055.113127	40800.000000
01	-13595859.978799	21980573.908427	5764223.431786	41100.000000
01	-13584497.073150	21727059.855529	6679257.270906	41400.000000
01	-13565191.616161	21441297.582180	7581389.021800	41700.000000
01	-13539381.089260	21123386.692628	8468876.228171	42000.000000
01	-13508506.104495	20773537.185957	9340005.041176	42300.000000
01	-13474003.482443	20392069.097154	10193093.615261	42600.000000
01	-13437299.360114	19979411.668438	11026495.437364	42900.000000
01	-13399802.359845	19536102.054409	11838602.582275	43200.000000
01	-13362896.849878	19062783.566651	12627848.887076	43500.000000
01	-13327936.326869	18560203.465510	13392713.037874	43800.000000
01	-13296236.949995	18029210.308835	14131721.562193	44100.000000
01	-13269071.255591	17470750.869438	14843451.720701	44400.000000
01	-13247662.080403	16885866.634994	15526534.292168	44700.000000
01	-13233176.720549	16275689.905947	16179656.245866	45000.000000
01	-13226721.352153	15641439.508803	16801563.295893	45300.000000
01	-13229335.738412	14984416.143890	17391062.332228	45600.000000
01	-13241988.246483	14305997.388264	17947023.723644	45900.000000
01	-13265571.196135	13607632.375992	18468383.487931	46200.000000
01	-13300896.560587	12890836.179397	18954145.325228	46500.000000
01	-13348692.038262	12157183.916181	19403382.510620	46800.000000
01	-13409597.512532	11408304.608508	19815239.642498	47100.000000
01	-13484161.914682	10645874.821135	20188934.243566	47400.000000
01	-13572840.503514	9871612.106665	20523758.211714	47700.000000
01	-13675992.573064	9087268.286714	20819079.118376	48000.000000
01	-13793879.597976	8294622.598473	21074341.352343	48300.000000
01	-13926663.824098	7495474.736648	21289067.107379	48600.000000
01	-14074407.309814	6691637.821128	21462857.212362	48900.000000
01	-14237071.421652	5884931.320964	21595391.803018	49200.000000
01	-14414516.785627	5077173.965353	21686430.834708	49500.000000
01	-14606503.693788	4270176.672249	21735814.436062	49800.000000
01	-14812692.963383	3465735.525058	21743463.103615	50100.000000
01	-15032647.244107	2665624.827561	21709377.737946	50400.000000
01	-15265832.766895	1871590.266739	21633639.522160	50700.000000
01	-15511621.525834	1085342.212608	21516409.643864	51000.000000
01	-15769293.882868	308549.183477	21357928.862132	51300.000000
01	-16038041.583170	-457168.495815	21158516.921242	51600.000000
01	-16316971.167307	-1210244.816034	20918571.813278	51900.000000
01	-16605107.764621	-1949173.960484	20638568.891959	52200.000000
01	-16901399.250672	-2672515.912320	20319059.840359	52500.000000
01	-17204720.750051	-3378901.769066	19960671.495403	52800.000000
01	-17513879.464462	-4067038.742524	19564104.532319	53100.000000
01	-17827619.804613	-4735714.823697	19130132.012427	53400.000000
01	-18144628.803253	-5383803.093847	18659597.797875	53700.000000
01	-18463541.785545	-6010265.664404	18153414.837165	54000.000000
01	-18782948.271959	-6614157.230098	17612563.325471	54300.000000
01	-19101398.087935	-7194628.221355	17038088.743973	54600.000000
01	-19417407.653813	-7750927.543800	16431099.782571	54900.000000
01	-19729466.427816	-8282404.894450	15792766.150519	55200.000000
01	-20036043.474328	-8788512.646055	15124316.279660	55500.000000
01	-20335594.129260	-9268807.292838	14427034.925073	55800.000000
01	-20626566.733987	-9722950.452820	13702260.668066	56100.000000
01	-20907409.409136	-10150709.423715	12951383.326559	56400.000000
01	-21176576.839411	-10551957.291333	12175841.278000	56700.000000
01	-21432537.040699	-10926672.591230	11377118.700044	57000.000000
01	-21673778.080839	-11274938.526263	10556742.734297	57300.000000
01	-21898814.725722	-11596941.744502	9716280.578500	57600.000000
01	-22106194.982755	-11892970.683785	8857336.512587	57900.000000
01	-22294506.514245	-12163413.490958	7981548.864085	58200.000000
01	-22462382.893842	-12408755.525610	7090586.918387	58500.000000
01	-22608509.679887	-12629576.459746	6186147.779440	58800.000000
01	-10566919.974998	21249480.130950	-11812886.307942	121500.000000
01	-10932690.001798	21496187.639866	-10999773.283156	121800.000000
01	-11272179.688058	21727209.211573	-10165475.396772	122100.000000
01	-11585610.486434	21941053.121249	-9311593.846600	122400.000000
01	-11873305.968162	22136264.707979	-8439768.704786	122700.000000
01	-12135689.663277	22311432.970113	-7551675.737314	123000.000000
01	-12373282.467243	22465196.993457	-6649023.144729	123300.000000
01	-12586699.625207	22596252.183480	-5733548.230704	123600.000000
01	-12776647.307006	22703356.273561	-4807014.005282	123900.000000
01	-12943918.787927	22785335.082206	-3871205.729860	124200.000000
01	-13089390.252049	22841087.993252	-2927927.411111	124500.000000
01	-13214016.236694	22869593.134243	-1978998.251276	124800.000000
01	-13318824.738218	22869912.229506	-1026249.062325	125100.000000
01	-13404912.000887	22841195.105843	-71518.651685	125400.000000
01	-13473437.012087	22782683.830329	883349.812708	125700.000000
01	-13525615.728470	22693716.461281	1836512.450184	126000.000000
01	-13562715.058869	22573730.395258	2786128.320015	126300.000000
01	-13586046.630976	22422265.294694	3730363.071046	126600.000000
