7293156.265715	25111587.612043	3707567.771235	9000
7165909.435002	24996479.661054	4660095.908585	9300
7022438.259863	24850621.352802	5603558.149338	9600
6861640.128991	24675000.013288	6536127.837139	9900
6682482.927680	24470694.149367	7456002.802813	10200
6484010.293462	24238868.413879	8361408.936579	10500
6265346.522330	23980768.221248	9250603.676676	10800
6025701.104614	23697714.039762	10121879.407161	11100
5764372.871500	23391095.388007	10973566.758018	11400
5480753.735110	23062364.564040	11804037.801191	11700
5174332.007127	22713030.136924	12611709.136570	12000
4844695.283003	22344650.231000	13395044.862448	12300
4491532.880875	21958825.633985	14152559.425385	12600
4114637.826478	21557192.760463	14882820.344914	12900
3713908.377431	21141416.502695	15584450.808958	13200
3289349.082446	20713183.000846	16256132.136296	13500
2841071.373103	20274192.364809	16896606.102853	13800
2369293.687937	19826151.379639	17504677.129055	14100
1874341.130668	19370766.226411	18079214.325884	14400
1356644.666394	18909735.249891	18619153.397727	14700
816739.861584	18444741.803895	19123498.400493	15000
255265.175590	17977447.204556	19591323.353864	15300
-327040.186736	17509483.820948	20021773.706934	15600
-929338.849940	17042448.331617	20414067.656842	15900
-1550698.257323	16577895.174588	20767497.320319	16200
-2190094.060062	16117330.217311	21081429.758431	16500
-2846413.889863	15662204.671813	21355307.855059	16800
-3518461.497492	15213909.279083	21588651.049961	17100
-4204961.238166	14773768.785315	21781055.927510	17400
-4904562.883547	14343036.731271	21932196.662436	17700
-5615846.738931	13922890.574490	22041825.324138	18000
-6337329.043184	13514427.162584	22109772.041303	18300
-7067467.628022	13118658.574233	22135945.028778	18600
-7804667.812415	12736508.342906	22120330.478778	18900
-8547288.507143	12368808.076643	22062992.318669	19200
-9293648.503914	12016294.485589	21964071.837697	19500
-10042032.922925	11679606.827236	21823787.185113	19800
-10790699.792336	11359284.777634	21642432.742289	20100
-11537886.732790	11055766.735103	21420378.371447	20400
-12281817.719917	10769388.561260	21158068.543722	20700
-13020709.897629	10500382.762442	20856021.349328	21000
-13752780.414989	10248878.112923	20514827.392626	21300
-14476253.259526	10014899.719607	20135148.574945	21600
-15189366.060031	9798369.526204	19717716.768017	21900
-15890376.832124	9599107.253264	19263332.380909	22200
-16577570.640237	9416831.768803	18772862.823345	22500
-17249266.150084	9251162.882676	18247240.868313	22800
-17903822.046239	9101623.556288	17687462.916858	23100
-18539643.289982	8967642.517732	17094587.167956	23400
-19155187.193328	8848557.270970	16469731.696365	23700
-19748969.285833	8743617.486234	15814072.441335	24000
-20319568.951657	8651988.757479	15128841.109066	24300
-20865634.815227	8572756.711370	14415322.991797	24600
-21385889.854808	8504931.451035	13674854.706407	24900
-21879136.224338	8447452.316614	12908821.855411	25200
-22344259.764953	8399192.943471	12118656.613244	25500
-22780234.188772	8358966.597872	11305835.240748	25800
-23186124.918739	8325531.768897	10471875.530772	26100
-23561092.569546	8297597.994434	9618334.187835	26400
-23904396.055985	8273831.898194	8746804.144842	26700
-24215395.316417	8252863.413910	7858911.819860	27000
-24493553.640439	8233292.172142	6956314.316025	27300
-24738439.591271	8213694.024456	6040696.567694	27600
-24949728.514859	8192627.679194	5113768.436031	27900
-25127203.629156	8168641.422536	4177261.757286	28200
-25270756.688639	8140279.898185	3232927.347091	28500
-25380388.220613	8106090.918646	2282531.964220	28800
-25456207.331473	8064632.280880	1327855.237315	29100
-25498431.082678	8014478.558948	370686.558234	29400
-25507383.437802	7954227.846215	-587178.054242	29700
-25483493.783656	7882508.419744	-1543939.116471	30000
-25427295.030076	7797985.299614	-2497796.863770	30300
-25339421.294643	7699366.676172	-3446954.451862	30600
-25220605.180163	7585410.178530	-4389621.171652	30900
-25071674.654397	7454928.958060	-5324015.672909	31200
-24893549.543107	7306797.561165	-6248369.192259	31500
-24687237.649041	7139957.566243	-7160928.780746	31800
-24453830.511076	6953422.960467	-8059960.526050	32100
-24194498.819201	6746285.232857	-8943752.764305	32400
-23910487.502551	6517718.161031	-9810619.276284	32700
-23603110.509099	6266982.270061	-10658902.462566	33000
