Pt_ID	xo (m)	yo (m)	zo (m)	lat (rad)	lon (rad)	he (m)	e (m)	n (m)	u (m)	Az (rad)	El (rad)	Sr (m)
29	-5440261.45378251190000000000	-3140936.41480327860000000000	1100248.54769961860000000000	0.17453292519943292000	-2.61799387799149440000	-0.00000000093132257462	-0.00000000232830643654	-5540485.88458920460000000000	-9541680.04804623500000000000	-3.14159265358979270000	-1.04471771739727770000	11033614.18469106200000000000	
30	-4787610.68828722000000000000	-2764128.31965775650000000000	3170373.73529208220000000000	0.52359877559829870000	-2.61799387799149440000	0.00000000000000000000	-0.00000000139698386192	-4124293.79830547100000000000	-11229209.49351402900000000000	-3.14159265358979310000	-1.21880866027390460000	11962647.91691064300000000000	
31	-3557514.65831327900000000000	-2053932.04562321190000000000	4862789.03759298190000000000	0.87266462599716477000	-2.61799387799149400000	0.00000000000000000000	-0.00000000139698386192	-2210721.27800614530000000000	-12333756.80152203500000000000	-3.14159265358979270000	-1.39343816509841690000	12530317.05138063100000000000	
32	-1894800.92594557050000000000	-1093963.82465542760000000000	5971040.00700851440000000000	1.22173047639603060000	-2.61799387799149400000	0.00000000000000000000	-0.00000000069849193096	-27527.01574102696000000000	-12718515.12241366100000000000	-3.14159265358976780000	-1.56863200395574980000	12718544.91109972100000000000	
33	-0.00000000040191578887	-2187927.64931085470000000000	-5971040.00700851440000000000	-1.22173047639603060000	-1.57079632679489700000	0.00000000000000000000	-1894800.92594557070000000000	-3083969.20030630290000000000	-1122472.99230523830000000000	-2.59064973537828050000	-0.30070969815542736000	3789601.85189114090000000000	
34	-0.00000000075460239160	-4107864.09124642280000000000	-4862789.03759298190000000000	-0.87266462599716477000	-1.57079632679489700000	0.00000000000000000000	-3557514.65831328000000000000	-3607000.09833839400000000000	-2492216.71876733240000000000	-2.36310139942428950000	-0.45717111472079686000	5646016.68672971990000000000	
35	-0.00000000101552426973	-5528256.63931551200000000000	-3170373.73529208220000000000	-0.52359877559829870000	-1.57079632679489700000	0.00000000000000000000	-4787610.68828722000000000000	-3695526.17209879310000000000	-4325468.32107929140000000000	-2.22816274829539700000	-0.62084905306941385000	7435577.04471749070000000000	
36	-0.00000000115396131801	-6281872.82960655630000000000	-1100248.54769961860000000000	-0.17453292519943292000	-1.57079632679489700000	0.00000000000000000000	-5440261.45378251280000000000	-3341585.44519698290000000000	-6399625.64267091830000000000	-2.12161523196781590000	-0.78657642848962150000	9039792.38364440020000000000	
37	-0.00000000115396131801	-6281872.82960655630000000000	1100248.54769961860000000000	0.17453292519943292000	-1.57079632679489700000	0.00000000000000000000	-5440261.45378251280000000000	-2588971.11324081800000000000	-8467416.52527840440000000000	-2.01497133567668120000	-0.95236907326826858000	10392129.65292798000000000000	
38	-0.00000000101552426973	-5528256.63931551200000000000	3170373.73529208220000000000	0.52359877559829870000	-1.57079632679489700000	0.00000000000000000000	-4787610.68828722000000000000	-1526862.81341772480000000000	-10283821.92945414400000000000	-1.87951890696114530000	-1.11626990900492200000	11445939.00168622700000000000	
39	-0.00000000075460239160	-4107864.09124642280000000000	4862789.03759298190000000000	0.87266462599716477000	-1.57079632679489700000	0.00000000000000000000	-3557514.65831328000000000000	-280656.49113830784000000000	-11631270.66889680000000000000	-1.64952443650252190000	-1.27310532434685710000	12166393.71314568800000000000	
40	-0.00000000040191578887	-2187927.64931085470000000000	5971040.00700851440000000000	1.22173047639603060000	-1.57079632679489700000	0.00000000000000000000	-1894800.92594557070000000000	1000462.71769440730000000000	-12344357.45831191500000000000	-1.08499721038100680000	-1.39893083233826940000	12528940.78751438900000000000	
41	1894800.92594557000000000000	-1093963.82465542830000000000	-5971040.00700851440000000000	-1.22173047639603060000	-0.52359877559829937000	0.00000000000000000000	-1894800.92594557090000000000	-1027989.73343543490000000000	-374157.66410174634000000000	-2.06788770984932140000	-0.17185475131873937000	2187927.64931085520000000000	
42	3557514.65831327860000000000	-2053932.04562321330000000000	-4862789.03759298190000000000	-0.87266462599716477000	-0.52359877559829937000	0.00000000093132257462	-3557514.65831328040000000000	253129.47539727931000000000	-1087244.45351686280000000000	-1.49976258270953640000	-0.29589889810496417000	3728550.06364832680000000000	
43	4787610.68828721900000000000	-2764128.31965775830000000000	-3170373.73529208220000000000	-0.52359877559829870000	-0.52359877559829937000	0.00000000000000000000	-4787610.68828722090000000000	1499335.79767669640000000000	-2434693.19295952000000000000	-1.26730122939643720000	-0.45181773272098685000	5576464.37096483820000000000	
44	5440261.45378251000000000000	-3140936.41480328100000000000	-1100248.54769961860000000000	-0.17453292519943292000	-0.52359877559829937000	-0.00000000093132257462	-5440261.45378251280000000000	2561444.09749978870000000000	-4251098.59713525880000000000	-1.13075495815351080000	-0.61538998314105353000	7364053.22038710490000000000	
45	5440261.45378251000000000000	-3140936.41480328100000000000	1100248.54769961860000000000	0.17453292519943292000	-0.52359877559829937000	-0.00000000093132257462	-5440261.45378251280000000000	3314058.42945595370000000000	-6318889.47974274590000000000	-1.02365952335384990000	-0.78135463679632078000	8972613.45520709640000000000	
46	4787610.68828721900000000000	-2764128.31965775830000000000	3170373.73529208220000000000	0.52359877559829870000	-0.52359877559829937000	0.00000000000000000000	-4787610.68828722090000000000	3667999.15635776430000000000	-8393046.80133437180000000000	-0.91704287287234776000	-0.94769892784473231000	10335311.72839176800000000000	
47	3557514.65831327860000000000	-2053932.04562321330000000000	4862789.03759298190000000000	0.87266462599716477000	-0.52359877559829937000	0.00000000093132257462	-3557514.65831328040000000000	3579473.08259736560000000000	-10226298.40364633100000000000	-0.78232146552510751000	-1.11236552438504450000	11403758.90369366100000000000	
48	1894800.92594557000000000000	-1093963.82465542830000000000	5971040.00700851440000000000	1.22173047639603060000	-0.52359877559829937000	0.00000000000000000000	-1894800.92594557090000000000	3056442.18456527540000000000	-11596042.13010842400000000000	-0.55495006000352620000	-1.27008435728328450000	12140852.62491081700000000000	
49	0.00000000039186209249	0.00000000000000000000	6356752.31414035710000000000	1.57079632679489660000	0.00000000000000000000	0.00000000000000000000	-0.00000000046566128731	2160373.82969754930000000000	-12332650.80296827100000000000	-0.00000000000000021555	-1.39738072978005290000	12520442.91996077800000000000	
50	0.00000000039186209249	0.00000000000000000000	-6356752.31414035710000000000	-1.57079632679489660000	0.00000000000000000000	0.00000000000000000000	-0.00000000046566128731	-2187900.84543857540000000000	-385864.31944539165000000000	-3.14159265358979310000	-0.17456766429253739000	2221666.35264881510000000000	
